,ID,Count
697,,360.326113253603
698,,304.94687495137697
699,,251.96670825917204
700,,212.08113978621265
701,,189.84760322645178
702,,204.13772542527337
703,,236.74584255947298
704,,272.62760924848425
705,,352.2944387330978
706,,500.04194584657057
707,,554.3620622340048
708,,560.2353746705784
709,,495.4845121526175
710,,529.7936432711804
711,,523.1019184459041
712,,509.7505633988302
713,,521.6255666858909
714,,534.463408077308
715,,567.1196671167257
716,,544.9824143674
717,,508.68341783316805
718,,510.52885753318424
719,,498.46128662525257
720,,434.7194071743352
721,,346.92883027767004
722,,293.6086470903431
723,,242.59833564642548
724,,204.19575224680187
725,,182.7888806715941
726,,196.54768192581474
727,,227.9433968596449
728,,262.49104380454884
729,,339.19578139756095
730,,481.44988936792265
731,,533.7503298457848
732,,539.4052666891815
733,,477.0619055878008
734,,510.0953891156206
735,,503.6524692694556
736,,490.7975308713519
737,,502.2310097350497
738,,514.591527425534
739,,546.0335943007037
740,,524.7194266081741
741,,489.77006283832975
742,,491.5468872563369
743,,479.9280006272821
744,,613.5077517725705
745,,489.61128299336445
746,,414.3619493508019
747,,342.37247527925155
748,,288.1759470936273
749,,257.965007724815
750,,277.382432126062
751,,321.6903561949366
752,,370.44651673529324
753,,478.6978400817152
754,,679.4572184784329
755,,753.2674167919869
756,,761.2480763437628
757,,673.2645755475469
758,,719.8838381751333
759,,710.7911195054871
760,,692.6492923276801
761,,708.7850520771717
762,,726.2291166712168
763,,770.6024559823194
764,,740.5223470979618
765,,691.1992544582992
766,,693.7068387436932
767,,677.3094180252914
768,,685.6950064705662
769,,547.2204888857726
770,,463.11708160222395
771,,382.6570992357692
772,,322.0836368181337
773,,288.31798315503386
774,,310.02012287859264
775,,359.5414568687897
776,,414.0344208461921
777,,535.022935902459
778,,759.4042951779245
779,,841.8992339362011
780,,850.8189230308924
781,,752.4830063722081
782,,804.5876382969337
783,,794.4250417054415
784,,774.1485899929198
785,,792.1829340641527
786,,811.6795222492697
787,,861.2739684451612
788,,827.6545391934492
789,,772.527936100031
790,,775.3305706516416
791,,757.0037777576323
792,,684.288543830956
793,,546.0980581170136
794,,462.16715945477904
795,,381.87221250219517
796,,321.4229952825534
797,,287.72660000682845
798,,309.38422540779084
799,,358.803983762372
800,,413.18517455018923
801,,533.9255241325316
802,,757.8466438031174
803,,840.172373148717
804,,849.0737666318751
805,,750.9395515921426
806,,802.9373091522292
807,,792.7955575607624
808,,772.5606958722724
809,,790.5580488163619
810,,810.0146465937559
811,,859.5073671900027
812,,825.9568963976075
813,,770.9433661820254
814,,773.7402521125259
815,,755.4510502017762
816,,598.2612700610465
817,,477.44379293256833
818,,404.06450508139295
819,,333.8640649652946
820,,281.01439241991744
821,,251.55423498213
822,,270.48911062150205
823,,313.69592398388625
824,,361.24042923895115
825,,466.8015635586152
826,,662.571805009143
827,,734.5477219538632
828,,742.330051526025
829,,656.5330574722743
830,,701.9937695632087
831,,693.1270170178768
832,,675.4360383183179
833,,691.17080302706
834,,708.1813594689435
835,,751.451962417985
836,,722.1193841535111
837,,674.0220358140855
838,,676.4673033026062
839,,660.4773802472364
840,,598.3154315823239
841,,477.487016660133
842,,404.10108566814415
843,,333.89429019725134
844,,281.0398330889962
845,,251.57700857743396
846,,270.51359842048447
847,,313.7243233627391
848,,361.2731328956536
849,,466.843823828638
850,,662.6317886629587
851,,734.6142216991461
852,,742.3972558176824
853,,656.5924944289035
854,,702.0573221486583
855,,693.1897668824573
856,,675.4971865911405
857,,691.2333757925519
858,,708.2454722265104
859,,751.5199925303925
860,,722.1847587420843
861,,674.0830560750667
862,,676.5285449374483
863,,660.5371742895279
864,,465.37574878715
865,,371.3941947422046
866,,314.31388094264344
867,,259.70633066468014
868,,218.59560335410075
869,,195.6791226907299
870,,210.40819236285694
871,,244.0179279875187
872,,281.0018693540268
873,,363.11581251772486
874,,515.4016569548618
875,,571.3903159555906
876,,577.4440380218439
877,,510.70423327503704
878,,546.0672326675212
879,,539.1699591658066
880,,525.4084926108269
881,,537.6482585371308
882,,550.8804379169188
883,,584.5397942142552
884,,561.7225548962322
885,,524.3085676998815
886,,526.210693485726
887,,513.7724448687256
888,,448.5882742253415
889,,357.99691176627175
890,,302.9756530816096
891,,250.33795805193358
892,,210.71021581468997
893,,188.62040013587227
894,,202.81814886339833
895,,235.2154822876907
896,,270.8653039100915
897,,350.01715518218805
898,,496.809600476214
899,,550.7785835673707
900,,556.6139300404471
901,,492.2816267102204
902,,526.3689785119616
903,,519.7205099893581
904,,506.4554600833487
905,,518.2537015862897
906,,531.0085572651449
907,,563.4537213982333
908,,541.4595671370064
909,,505.39521270504315
910,,507.2287232088786
911,,495.23915887075515
912,,627.376618823577
913,,500.6793644819662
914,,423.72895534206845
915,,350.1120976847597
916,,294.69041066151544
917,,263.7965271890932
918,,283.6528990636456
919,,328.9624416229825
920,,378.8207768408359
921,,489.51921386634245
922,,694.8169295867243
923,,770.295670513573
924,,778.4567396950285
925,,688.4842966699666
926,,736.1574275714743
927,,726.8591602253898
928,,708.307221539677
929,,724.8077439284118
930,,742.6461465108277
931,,788.022583079849
932,,757.2624876267943
933,,706.8244043250128
934,,709.3886746962352
935,,692.6205762687646
936,,699.5638735215725
937,,558.2885703743743
938,,472.4840875934905
939,,390.3967216412773
940,,328.5981003860218
941,,294.149502619312
942,,316.29058981617624
943,,366.8135422968355
944,,422.4086809517347
945,,545.8443096870863
946,,774.7640062862157
947,,858.9274876577871
948,,868.027586382158
949,,767.7027274946277
950,,820.8612276932747
951,,810.493082425344
952,,789.8065192049166
953,,808.2056259153926
954,,828.0965520888805
955,,878.6940955426908
956,,844.3946797222814
957,,788.1530859667444
958,,791.0124066041833
959,,772.3149360011054
960,,698.1574108819623
961,,557.1661396056152
962,,471.5341654460455
963,,389.61183490770327
964,,327.9374588504415
965,,293.5581194711066
966,,315.65469234537443
967,,366.0760691904178
968,,421.5594346557318
969,,544.7468979171587
970,,773.2063549114087
971,,857.2006268703028
972,,866.2824299831407
973,,766.1592727145621
974,,819.2108985485702
975,,808.863598280665
976,,788.2186250842692
977,,806.5807406676017
978,,826.4316764333668
979,,876.9274942875321
980,,842.6970369264398
981,,786.568516048739
982,,789.4220880650677
983,,770.7622084452491
984,,612.1301371120528
985,,488.51187442117
986,,413.4315110726594
987,,341.6036873708027
988,,287.5288559878055
989,,257.3857544464082
990,,276.75957755908564
991,,320.96800941193203
992,,369.61468934449374
993,,477.6229373432423
994,,677.9315161174342
995,,751.575975675449
996,,759.5387148772907
997,,671.752778594694
998,,718.2673589595497
999,,709.1950577377793
1000,,691.0939675303148
1001,,707.1934948782999
1002,,724.5983893085544
1003,,768.8720895155145
1004,,738.8595246823434
1005,,689.6471856807989
1006,,692.149139255148
1007,,675.7885384907095
1008,,612.1842986333302
1009,,488.5550981487347
1010,,413.4680916594107
1011,,341.63391260275944
1012,,287.55429665688433
1013,,257.4085280417121
1014,,276.784065358068
1015,,320.9964087907849
1016,,369.6473930011962
1017,,477.6651976132651
1018,,677.99149977125
1019,,751.6424754207321
1020,,759.605919168948
1021,,671.8122155513231
1022,,718.3309115449993
1023,,709.2578076023599
1024,,691.1551158031373
1025,,707.2560676437918
1026,,724.6625020661212
1027,,768.9401196279221
1028,,738.9248992709167
1029,,689.7082059417801
1030,,692.2103808899901
1031,,675.848332533001
1032,,479.24461583815634
1033,,382.46227623080625
1034,,323.68088693390985
1035,,267.44595307018824
1036,,225.11006692198887
1037,,201.5106421550081
1038,,216.6786593004405
1039,,251.29001341556452
1040,,289.3761294595694
1041,,373.93718630235196
1042,,530.7613680631531
1043,,588.4185696771765
1044,,594.6527013731095
1045,,525.9239543974567
1046,,562.3408220638622
1047,,555.2379998857092
1048,,541.0664218228238
1049,,553.6709503883708
1050,,567.2974677565297
1051,,601.9599213117846
1052,,578.4626954250646
1053,,539.9337175665949
1054,,541.8925294382677
1055,,529.0836031121987
1056,,462.45714127634784
1057,,369.06499325487334
1058,,312.3426590728761
1059,,258.0775804574417
1060,,217.2246793825781
1061,,194.4519196001504
1062,,209.08861580098196
1063,,242.4875677157365
1064,,279.2395640156341
1065,,360.83852896681515
1066,,512.1693115845053
1067,,567.8068372889566
1068,,573.8225933917128
1069,,507.50134783263996
1070,,542.6425679083026
1071,,535.7885507092608
1072,,522.1133892953455
1073,,534.2763934375296
1074,,547.4255871047558
1075,,580.8738484957627
1076,,558.1997076658387
1077,,521.0203625717567
1078,,522.9105591614205
1079,,510.5503171142283
1080,,641.2454858745833
1081,,511.7474459705679
1082,,433.0959613333349
1083,,357.85172009026786
1084,,301.2048742294036
1085,,269.62804665337137
1086,,289.92336600122917
1087,,336.2345270510283
1088,,387.19503694637854
1089,,500.3405876509695
1090,,710.1766406950155
1091,,787.3239242351588
1092,,795.6654030462942
1093,,703.7040177923863
1094,,752.4310169678154
1095,,742.9272009452924
1096,,723.9651507516738
1097,,740.8304357796517
1098,,759.0631763504387
1099,,805.4427101773786
1100,,774.0026281556266
1101,,722.4495541917263
1102,,725.0705106487769
1103,,707.9317345122378
1104,,713.4327405725788
1105,,569.3566518629759
1106,,481.85109358475694
1107,,398.1363440467853
1108,,335.11256395390996
1109,,299.9810220835902
1110,,322.5610567537599
1111,,374.0856277248813
1112,,430.7829410572773
1113,,556.6656834717132
1114,,790.1237173945071
1115,,875.955741379373
1116,,885.2362497334236
1117,,782.9224486170472
1118,,837.1348170896157
1119,,826.5611231452466
1120,,805.4644484169135
1121,,824.2283177666326
1122,,844.5135819284914
1123,,896.1142226402203
1124,,861.1348202511136
1125,,803.7782358334578
1126,,806.6942425567252
1127,,787.6260942445786
1128,,712.0262779329687
1129,,568.2342210942169
1130,,480.90117143731203
1131,,397.3514573132113
1132,,334.4519224183296
1133,,299.3896389353847
1134,,321.925159282958
1135,,373.3481546184636
1136,,429.9336947612744
1137,,555.5682717017858
1138,,788.5660660197
1139,,874.2288805918887
1140,,883.4910933344063
1141,,781.3789938369816
1142,,835.4844879449112
1143,,824.9316390005675
1144,,803.876554296266
1145,,822.6034325188417
1146,,842.8487062729777
1147,,894.3476213850616
1148,,859.4371774552719
1149,,802.1936659154524
1150,,805.1039240176094
1151,,786.0733666887224
1152,,625.9990041630592
1153,,499.5799559097717
1154,,422.79851706392594
1155,,349.3433097763108
1156,,294.04331955569364
1157,,263.21727391068634
1158,,283.03004449666923
1159,,328.2400948399778
1160,,377.98894945003633
1161,,488.4443111278694
1162,,693.2912272257254
1163,,768.6042293970349
1164,,776.7473782285563
1165,,686.9724997171136
1166,,734.5409483558906
1167,,725.263098457682
1168,,706.7518967423115
1169,,723.2161867295398
1170,,741.0154191481652
1171,,786.2922166130439
1172,,755.5996652111758
1173,,705.2723355475124
1174,,707.8309752076898
1175,,691.0996967341825
1176,,626.0531656843365
1177,,499.6231796373364
1178,,422.8350976506771
1179,,349.37353500826754
1180,,294.0687602247724
1181,,263.2400475059903
1182,,283.05453229565165
1183,,328.2684942188307
1184,,378.02165310673877
1185,,488.4865713978922
1186,,693.3512108795412
1187,,768.670729142318
1188,,776.8145825202137
1189,,687.0319366737426
1190,,734.6045009413402
1191,,725.3258483222625
1192,,706.813045015134
1193,,723.2787594950317
1194,,741.0795319057321
1195,,786.3602467254516
1196,,755.665039799749
1197,,705.3333558084936
1198,,707.8922168425319
1199,,691.1594907764741
1200,,493.1134828891627
1201,,393.53035771940796
1202,,333.04789292517637
1203,,275.18557547569634
1204,,231.62453048987697
1205,,207.34216161928623
1206,,222.94912623802412
1207,,258.56209884361033
1208,,297.750389565112
1209,,384.75856008697906
1210,,546.1210791714443
1211,,605.4468233987623
1212,,611.861364724375
1213,,541.1436755198763
1214,,578.6144114602032
1215,,571.3060406056118
1216,,556.7243510348205
1217,,569.6936422396107
1218,,583.7144975961406
1219,,619.3800484093141
1220,,595.2028359538969
1221,,555.5588674333083
1222,,557.5743653908095
1223,,544.3947613556718
1224,,476.3260083273542
1225,,380.13307474347505
1226,,321.70966506414254
1227,,265.8172028629498
1228,,223.73914295046623
1229,,200.2834390644286
1230,,215.35908273856552
1231,,249.75965314378232
1232,,287.6138241211767
1233,,371.65990275144225
1234,,527.5290226927965
1235,,584.8350910105423
1236,,591.0312567429783
1237,,522.7210689550596
1238,,558.9161573046435
1239,,551.8565914291634
1240,,537.7713185073424
1241,,550.2990852887696
1242,,563.8426169443667
1243,,598.2939755932922
1244,,574.939848194671
1245,,536.6455124384701
1246,,538.5923951139622
1247,,525.8614753577014
1248,,655.1143529255896
1249,,522.8155274591695
1250,,442.46296732460144
1251,,365.59134249577596
1252,,307.7193377972917
1253,,275.4595661176495
1254,,296.19383293881276
1255,,343.5066124790741
1256,,395.5692970519211
